CD_UNID;NOME_UNID;CS_TT_MAQUINA;DESCR_MAQUINA;CD_MAQUINA;CD_SETORMANUT;DESCR_SETORMANUT;CD_PRIOMAQUTV;NRO_PATRIMONIO;CD_MODELO;CD_GRUPO;CD_TPCENTATIV;DESCR_GERENC
92;FRIG. AURORA CASTRO;4228; ESTEIRA  ACUMULAR CAIXAS 02 PLT MI51E (ES1701000163);99986240;TCA;SETOR TUNEIS E CAMARAS        ;6;;9999;29004;2313;MÁQUINAS PRINCIPAL
92;FRIG. AURORA CASTRO;4228; ESTEIRA  CAIXAS DIR.A  EMB 033.02 (ES1701000149);99985717;EMB;SETOR EMBALAGEM               ;6;;9999;29004;4138;MÁQUINAS PRINCIPAL
92;FRIG. AURORA CASTRO;4228; ESTEIRA  DOSAR CAIXAS  PLT MI116E (ES1701000164);99986246;TCA;SETOR TUNEIS E CAMARAS        ;6;;9999;29004;2313;MÁQUINAS PRINCIPAL
92;FRIG. AURORA CASTRO;4228; ESTEIRA DE MATERIA PRIMA 4;99986991;COD;SETOR DE CONDIMENTOS          ;6;1;9999;29004;4472;MÁQUINAS PRINCIPAL
92;FRIG. AURORA CASTRO;4228; ESTEIRA TRANS. APOS CORTADOR/CUBADOR (ES1701000041);99986327;CUR;SETOR EMB CURADOS             ;6;257510;9999;29004;5525;MÁQUINAS PRINCIPAL
92;FRIG. AURORA CASTRO;4228; ESTEIRA TRANS. APOS CORTADOR/CUBADOR - REDUTOR;4570;CUR;SETOR EMB CURADOS             ;6;257510;999;46054;5525;MÁQUINAS SECUNDÁRIAS
92;FRIG. AURORA CASTRO;4228; ESTEIRA TRANS. APOS CORTADOR/CUBADOR - REDUTOR - MOTOR;4571;CUR;SETOR EMB CURADOS             ;6;257510;999;46054;5525;MÁQUINAS SECUNDÁRIAS
92;FRIG. AURORA CASTRO;4228; EVAP. REG. 5°C CÂMARA RESFRIAMENTO MP (EVA1701000144);99986376;CUR;SETOR EMB CURADOS             ;6;;9999;22008;5525;MÁQUINAS PRINCIPAL
92;FRIG. AURORA CASTRO;4228; INSENSIBILIZADOR;99998845;REC;SETOR DE RECEPCAO             ;1;0;9999;13001;2216;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228; INSENSIBILIZADOR;99998846;REC;SETOR DE RECEPCAO             ;1;0;9999;13001;2216;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228; INSENSIBILIZADOR;99998847;REC;SETOR DE RECEPCAO             ;1;0;9999;13001;2216;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228; TANQUE ENCRUAMENTO EMBALAGEM MONTEMIL;99986397;CUR;SETOR EMB CURADOS             ;6;258863;9999;21006;5525;MÁQUINAS PRINCIPAL
92;FRIG. AURORA CASTRO;4228; TANQUE ENCRUAMENTO EMBALAGEM MONTEMIL - SISTEMA DE SEGURANÇA;4573;CUR;SETOR EMB CURADOS             ;6;258863;9999;21008;5525;MÁQUINAS SECUNDÁRIAS
92;FRIG. AURORA CASTRO;4228; TANQUE ENCRUAMENTO EMBALAGEM MONTEMIL - SISTEMA ELETRICO;4572;CUR;SETOR EMB CURADOS             ;6;258863;9999;21008;5525;MÁQUINAS SECUNDÁRIAS
92;FRIG. AURORA CASTRO;4228;#NOME?;1590;SGB;SETOR GERAÇÃO BIOGAS;6;0;9999;21000;2321;OUTROS
92;FRIG. AURORA CASTRO;4228;92BL-COD001;99998764;COD;SETOR DE CONDIMENTOS          ;6;0;9999;1600;4472;OUTROS
92;FRIG. AURORA CASTRO;4228;92BL-COD002;99985879;COD;SETOR DE CONDIMENTOS          ;6;0;9999;1600;4472;OUTROS
92;FRIG. AURORA CASTRO;4228;92BL-COD003;99998773;COD;SETOR DE CONDIMENTOS          ;6;0;9999;1600;4472;OUTROS
92;FRIG. AURORA CASTRO;4228;92BL-CUR001;5070;CUR;SETOR EMB CURADOS             ;1;258801;9999;1600;5525;MÁQUINAS PRINCIPAL
92;FRIG. AURORA CASTRO;4228;92BL-EMB001;99997323;EMB;SETOR EMBALAGEM               ;6;0;9999;1600;4138;OUTROS
92;FRIG. AURORA CASTRO;4228;92BL-EPJ001;99998798;EPJ;SETOR DE ESPOSTEJAMENTO       ;6;0;9999;1600;2224;OUTROS
92;FRIG. AURORA CASTRO;4228;92BL-EPJ002;4628;EPJ;SETOR DE ESPOSTEJAMENTO       ;1;;9999;1600;2224;MÁQUINAS PRINCIPAL
92;FRIG. AURORA CASTRO;4228;92BL-EPJ003;99997318;EPJ;SETOR DE ESPOSTEJAMENTO       ;6;0;9999;1600;2224;OUTROS
92;FRIG. AURORA CASTRO;4228;92BL-EPJ004;99998766;EPJ;SETOR DE ESPOSTEJAMENTO       ;6;0;9999;1600;2224;OUTROS
92;FRIG. AURORA CASTRO;4228;92BL-EPJ005;99998799;EPJ;SETOR DE ESPOSTEJAMENTO       ;6;0;9999;1600;2224;OUTROS
92;FRIG. AURORA CASTRO;4228;92BL-EPJ006;5226;EPJ;SETOR DE ESPOSTEJAMENTO       ;1;;1;1;2224;MÁQUINAS PRINCIPAL
92;FRIG. AURORA CASTRO;4228;92BL-EPJ007;99998796;EPJ;SETOR DE ESPOSTEJAMENTO       ;6;0;9999;1600;2224;OUTROS
92;FRIG. AURORA CASTRO;4228;92BL-EPJ008;99995152;EPJ;SETOR DE ESPOSTEJAMENTO       ;6;0;9999;1600;2224;OUTROS
92;FRIG. AURORA CASTRO;4228;92BL-EPJ009;99999848;EPJ;SETOR DE ESPOSTEJAMENTO       ;4;0;9999;1600;2224;OUTROS
92;FRIG. AURORA CASTRO;4228;92BL-EPJ010;99986440;EPJ;SETOR DE ESPOSTEJAMENTO       ;6;0;9999;1600;2224;OUTROS
92;FRIG. AURORA CASTRO;4228;92BL-EPJ011;99998822;EMB;SETOR EMBALAGEM               ;6;0;9999;1600;4138;OUTROS
92;FRIG. AURORA CASTRO;4228;92BL-FFG001;4957;FFG;SETOR DE FABRICA DE FARINHAS E GORDURAS;1;0;9999;17002;2330;MÁQUINAS PRINCIPAL
92;FRIG. AURORA CASTRO;4228;92BL-MEX001;99985803;MEX;MIUDOS EXTERNOS               ;6;0;9999;1600;2739;OUTROS
92;FRIG. AURORA CASTRO;4228;92BL-MEX002;99986436;MEX;MIUDOS EXTERNOS               ;6;0;9999;1600;2739;OUTROS
92;FRIG. AURORA CASTRO;4228;92BL-MEX003;6728;MEX;MIUDOS EXTERNOS               ;1;0;9999;1600;2739;MÁQUINAS PRINCIPAL
92;FRIG. AURORA CASTRO;4228;92BL-PRU001;99998774;PRU;SETOR DE PRESUNTARIA          ;6;0;9999;1600;2291;OUTROS
92;FRIG. AURORA CASTRO;4228;92BL-SEI001;4627;SEI;SETOR EMB INDUSTRIALIZADOS    ;1;254698;9999;1600;5345;MÁQUINAS PRINCIPAL
92;FRIG. AURORA CASTRO;4228;92BL-SEI002;99998808;SEI;SETOR EMB INDUSTRIALIZADOS    ;6;0;9999;1600;5345;OUTROS
92;FRIG. AURORA CASTRO;4228;92BL-SEI003;99998819;SEI;SETOR EMB INDUSTRIALIZADOS    ;6;0;9999;1600;5345;OUTROS
92;FRIG. AURORA CASTRO;4228;92BL-SFR001;99986439;SFR;SETOR EMBUTIDOS FRESCAIS      ;6;0;9999;1600;4057;OUTROS
92;FRIG. AURORA CASTRO;4228;92BL-SFR002;99997164;SFR;SETOR EMBUTIDOS FRESCAIS      ;6;0;9999;1600;4057;OUTROS
92;FRIG. AURORA CASTRO;4228;92BL-SFR003;99997807;SFR;SETOR EMBUTIDOS FRESCAIS      ;6;0;9999;1600;4057;OUTROS
92;FRIG. AURORA CASTRO;4228;92BL-SFR004;99997161;SFR;SETOR EMBUTIDOS FRESCAIS      ;6;0;9999;1600;4057;OUTROS
92;FRIG. AURORA CASTRO;4228;92BL-SFR005;99998784;SFR;SETOR EMBUTIDOS FRESCAIS      ;6;0;9999;1600;4057;OUTROS
92;FRIG. AURORA CASTRO;4228;92BL-SFR006;99985980;SFR;SETOR EMBUTIDOS FRESCAIS      ;6;0;9999;1600;4057;OUTROS
92;FRIG. AURORA CASTRO;4228;92BL-SFR007;99986437;SFR;SETOR EMBUTIDOS FRESCAIS      ;6;0;9999;1600;4057;OUTROS
92;FRIG. AURORA CASTRO;4228;92BL-SFR008;99986998;SFR;SETOR EMBUTIDOS FRESCAIS      ;6;257027;9999;1600;4057;OUTROS
92;FRIG. AURORA CASTRO;4228;92BL-SFR009;99998786;SFR;SETOR EMBUTIDOS FRESCAIS      ;6;0;9999;1600;4057;OUTROS
92;FRIG. AURORA CASTRO;4228;92BL-SFR010;99986442;SFR;SETOR EMBUTIDOS FRESCAIS      ;6;0;9999;1600;4057;OUTROS
92;FRIG. AURORA CASTRO;4228;92BL-SFR011;99985427;SFR;SETOR EMBUTIDOS FRESCAIS      ;6;0;9999;1600;4057;OUTROS
92;FRIG. AURORA CASTRO;4228;92BL-SFR012;99998957;SFR;SETOR EMBUTIDOS FRESCAIS      ;8;0;9999;1600;4057;OUTROS
92;FRIG. AURORA CASTRO;4228;92BL-SFT001;99985525;SFT;SETOR DE FATIADOS             ;6;0;9999;1600;4600;OUTROS
92;FRIG. AURORA CASTRO;4228;A92-1 (EMPILHADEIRA A COMBUSTÃO EGA25351000276);99989078;SCL;SETOR ALMOX./CONTR. MATERIAIS ;6;0;4;46036;2089;MÁQUINAS PRINCIPAL
92;FRIG. AURORA CASTRO;4228;ABSORVEDOR - ABSORCAO (CN1701000005);99986089;GEF;SETOR DE OPERACAO DE FRIO     ;6;;9999;11000;1210;MÁQUINAS PRINCIPAL
92;FRIG. AURORA CASTRO;4228;ACESSO EMB. SECUNDÁRIA IND. - PORTA;99994984;SEI;SETOR EMB INDUSTRIALIZADOS    ;4;0;3;11017;5345;OUTROS
92;FRIG. AURORA CASTRO;4228;ACESSO EMB. SECUNDÁRIA IND. - PORTA - QUADRO DE COMANDO;99994985;SEI;SETOR EMB INDUSTRIALIZADOS    ;4;0;9999;46013;5345;OUTROS
92;FRIG. AURORA CASTRO;4228;ACESSO EMB. SECUNDÁRIA IND. - PORTA - REDUTOR;99994986;SEI;SETOR EMB INDUSTRIALIZADOS    ;4;0;9999;18000;5345;OUTROS
92;FRIG. AURORA CASTRO;4228;ACESSO EMB. SECUNDÁRIA IND. - PORTA - REDUTOR - MOTOR;99994987;SEI;SETOR EMB INDUSTRIALIZADOS    ;4;0;9999;19000;5345;OUTROS
92;FRIG. AURORA CASTRO;4228;ACESSO PALETIZAÇÃO - PORTA;99994988;EXD;EXPEDICAO                     ;4;0;3;11017;2348;OUTROS
92;FRIG. AURORA CASTRO;4228;ACESSO PALETIZAÇÃO - PORTA - QUADRO DE COMANDO;99994989;EXD;EXPEDICAO                     ;4;0;9999;46013;2348;OUTROS
92;FRIG. AURORA CASTRO;4228;ACESSO PALETIZAÇÃO - PORTA - REDUTOR;99994990;EXD;EXPEDICAO                     ;4;0;9999;18000;2348;OUTROS
92;FRIG. AURORA CASTRO;4228;ACESSO PALETIZAÇÃO - PORTA - REDUTOR - MOTOR;99994991;EXD;EXPEDICAO                     ;4;0;9999;19000;2348;OUTROS
92;FRIG. AURORA CASTRO;4228;ACUMULADOR HIDRAULICO 01 - SALA DE BOMBAS (AC1701000001);99985922;GEF;SETOR DE OPERACAO DE FRIO     ;6;;9999;11000;1210;MÁQUINAS PRINCIPAL
92;FRIG. AURORA CASTRO;4228;ACUMULADOR HIDRAULICO 02 - SALA DE BOMBAS (AC1701000002);99985924;GEF;SETOR DE OPERACAO DE FRIO     ;6;;9999;11000;1210;MÁQUINAS PRINCIPAL
92;FRIG. AURORA CASTRO;4228;ACUMULADOR HIDRAULICO 03 - SALA DE BOMBAS (AC1701000003);99985927;GEF;SETOR DE OPERACAO DE FRIO     ;6;;9999;11000;1210;MÁQUINAS PRINCIPAL
92;FRIG. AURORA CASTRO;4228;ACUMULADOR OLEO AOH AMONIA - SALA DE MÁQUINAS (AC1701000004);99985930;GEF;SETOR DE OPERACAO DE FRIO     ;6;;9999;11000;1210;MÁQUINAS PRINCIPAL
92;FRIG. AURORA CASTRO;4228;ACUMULADOR OLEO AOH AMONIA-SL MAQUINAS (AC1701000005);99985932;GEF;SETOR DE OPERACAO DE FRIO     ;6;;9999;11000;1210;MÁQUINAS PRINCIPAL
92;FRIG. AURORA CASTRO;4228;ADENSADOR LODO;99986107;ETE;SETOR DE OPERACAO DE ETE      ;8;0;9999;29000;1228;OUTROS
92;FRIG. AURORA CASTRO;4228;ADENSADOR LODO - BOMBA NEMO NM038Y02S12B 01;99994793;ETE;SETOR DE OPERACAO DE ETE      ;6;0;9999;6000;1228;OUTROS
92;FRIG. AURORA CASTRO;4228;ADENSADOR LODO - BOMBA NEMO NM038Y02S12B 02;99994794;ETE;SETOR DE OPERACAO DE ETE      ;6;0;9999;6000;1228;OUTROS
92;FRIG. AURORA CASTRO;4228;AERADOR (AE1701000001);99986108;ETE;SETOR DE OPERACAO DE ETE      ;6;;9999;29008;1228;MÁQUINAS PRINCIPAL
92;FRIG. AURORA CASTRO;4228;AFIADOR DO DISCO DE CORTE DA FATIADORA TEXTOR;99986106;SFT;SETOR DE FATIADOS             ;6;257980;9999;15009;4600;MÁQUINAS SECUNDÁRIAS
92;FRIG. AURORA CASTRO;4228;AFIADOR DO DISCO DE CORTE DA FATIADORA TEXTOR - MOTOREDUTOR;4236;SFT;SETOR DE FATIADOS             ;8;257980;9999;15009;4600;MÁQUINAS SECUNDÁRIAS
92;FRIG. AURORA CASTRO;4228;AFIADOR DO DISCO DE CORTE DA FATIADORA TEXTOR - SISITEMA ELETRICO;4234;SFT;SETOR DE FATIADOS             ;8;257980;9999;15009;4600;MÁQUINAS SECUNDÁRIAS
92;FRIG. AURORA CASTRO;4228;AFIADOR DO DISCO DE CORTE DA FATIADORA TEXTOR - SISTEMA DE SEGURNAÇA;4235;SFT;SETOR DE FATIADOS             ;8;257980;9999;15009;4600;MÁQUINAS SECUNDÁRIAS
92;FRIG. AURORA CASTRO;4228;ANALISADOR DE CARNE - FOODSCAN 2 - FOSS;99998124;CUR;SETOR EMB CURADOS             ;6;0;1;28;5525;OUTROS
92;FRIG. AURORA CASTRO;4228;ANALISADOR DE UMIDADE;3493;FFG;SETOR DE FABRICA DE FARINHAS E GORDURAS;1;0;1;4;2330;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;ANEMÔMETRO;99996909;PRD;DEPTO PRODUCAO                ;1;0;1;35;2208;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;ANEMÔMETRO;99987873;CUR;SETOR EMB CURADOS             ;1;0;1;35;5525;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;AQUISITOR DE DADOS  FX 6.0 (264685);4288;ABT;SETOR ABATE/RESFRIAMENTO      ;8;264685;1;13001;2488;MÁQUINAS PRINCIPAL
92;FRIG. AURORA CASTRO;4228;ARMADILHA LUMINOSA N° 06;99988051;EMB;SETOR EMBALAGEM               ;1;;9999;30007;4138;MÁQUINAS PRINCIPAL
92;FRIG. AURORA CASTRO;4228;ARMADILHA LUMINOSA N° 47;99988046;CUR;SETOR EMB CURADOS             ;1;;9999;30007;5525;MÁQUINAS PRINCIPAL
92;FRIG. AURORA CASTRO;4228;ARMADILHA LUMINOSA N° 48;99988047;CUR;SETOR EMB CURADOS             ;1;;9999;30007;5525;MÁQUINAS PRINCIPAL
92;FRIG. AURORA CASTRO;4228;ARMADILHA LUMINOSA Nº 01;99988031;RET;SETOR RESTAURANTE INDUSTRIAL  ;1;;9999;30007;2119;MÁQUINAS PRINCIPAL
92;FRIG. AURORA CASTRO;4228;ARMADILHA LUMINOSA Nº 02;99988029;RET;SETOR RESTAURANTE INDUSTRIAL  ;1;;9999;30007;2119;MÁQUINAS PRINCIPAL
92;FRIG. AURORA CASTRO;4228;ARMADILHA LUMINOSA Nº 03;99988028;RET;SETOR RESTAURANTE INDUSTRIAL  ;1;;9999;30007;2119;MÁQUINAS PRINCIPAL
92;FRIG. AURORA CASTRO;4228;ARMADILHA LUMINOSA Nº 12;99988039;CUR;SETOR EMB CURADOS             ;1;;9999;30007;5525;MÁQUINAS PRINCIPAL
92;FRIG. AURORA CASTRO;4228;ARMADILHA LUMINOSA Nº 13;99988033;ABT;SETOR ABATE/RESFRIAMENTO      ;1;;9999;30007;2488;MÁQUINAS PRINCIPAL
92;FRIG. AURORA CASTRO;4228;ARMADILHA LUMINOSA Nº 14;99988034;ABT;SETOR ABATE/RESFRIAMENTO      ;1;;9999;30007;2488;MÁQUINAS PRINCIPAL
92;FRIG. AURORA CASTRO;4228;ARMADILHA LUMINOSA Nº 15;99988035;ABT;SETOR ABATE/RESFRIAMENTO      ;1;;9999;30007;2488;MÁQUINAS PRINCIPAL
92;FRIG. AURORA CASTRO;4228;ARMADILHA LUMINOSA Nº 16;99988042;BET;SETOR BENEFICIAMENTO DE TRIPA ;1;;9999;30007;2232;MÁQUINAS PRINCIPAL
92;FRIG. AURORA CASTRO;4228;ARMADILHA LUMINOSA Nº 17;99988043;BET;SETOR BENEFICIAMENTO DE TRIPA ;1;;9999;30007;2232;MÁQUINAS PRINCIPAL
92;FRIG. AURORA CASTRO;4228;ARMADILHA LUMINOSA Nº 18;99988044;BET;SETOR BENEFICIAMENTO DE TRIPA ;1;;9999;30007;2232;MÁQUINAS PRINCIPAL
92;FRIG. AURORA CASTRO;4228;ARMADILHA LUMINOSA Nº 22;99988041;CUR;SETOR EMB CURADOS             ;1;;9999;30007;5525;MÁQUINAS PRINCIPAL
92;FRIG. AURORA CASTRO;4228;ARMADILHA LUMINOSA Nº 23;99988049;EXD;EXPEDICAO                     ;1;;9999;30007;2348;MÁQUINAS PRINCIPAL
92;FRIG. AURORA CASTRO;4228;ARMADILHA LUMINOSA Nº 24;99988032;REC;SETOR DE RECEPCAO             ;1;;9999;30007;2216;MÁQUINAS PRINCIPAL
92;FRIG. AURORA CASTRO;4228;ARMADILHA LUMINOSA Nº 25;99988026;FFG;SETOR DE FABRICA DE FARINHAS E GORDURAS;1;;9999;30007;2330;MÁQUINAS PRINCIPAL
92;FRIG. AURORA CASTRO;4228;ARMADILHA LUMINOSA Nº 28;99988048;SEI;SETOR EMB INDUSTRIALIZADOS    ;1;;9999;30007;5345;MÁQUINAS PRINCIPAL
92;FRIG. AURORA CASTRO;4228;ARMADILHA LUMINOSA Nº 35;99988040;CUR;SETOR EMB CURADOS             ;1;;9999;30007;5525;MÁQUINAS PRINCIPAL
92;FRIG. AURORA CASTRO;4228;ARMADILHA LUMINOSA Nº 37;99988037;CUR;SETOR EMB CURADOS             ;1;;9999;30007;5525;MÁQUINAS PRINCIPAL
92;FRIG. AURORA CASTRO;4228;ARMADILHA LUMINOSA Nº 38;99988038;CUR;SETOR EMB CURADOS             ;1;;9999;30007;5525;MÁQUINAS PRINCIPAL
92;FRIG. AURORA CASTRO;4228;ARMADILHA LUMINOSA Nº 39;99988036;ABT;SETOR ABATE/RESFRIAMENTO      ;1;;9999;30007;2488;MÁQUINAS PRINCIPAL
92;FRIG. AURORA CASTRO;4228;ASPIRADOR DE MEDULA;99985828;ABT;SETOR ABATE/RESFRIAMENTO      ;6;254248;9999;32032;2488;MÁQUINAS PRINCIPAL
92;FRIG. AURORA CASTRO;4228;ASPIRADOR DE MEDULA - SISTEMA DE SEGURANÇA;1384;ABT;SETOR ABATE/RESFRIAMENTO      ;6;254248;9999;32032;2488;MÁQUINAS SECUNDÁRIAS
92;FRIG. AURORA CASTRO;4228;ASPIRADOR DE MEDULA - SISTEMA ELÉTRICO;1383;ABT;SETOR ABATE/RESFRIAMENTO      ;6;254248;9999;32032;2488;MÁQUINAS SECUNDÁRIAS
92;FRIG. AURORA CASTRO;4228;ASPIRADOR DE MEDULA - TANQUE DE VÁCUO - BOMBA DE VÁCUO;1382;ABT;SETOR ABATE/RESFRIAMENTO      ;6;254248;9999;32032;2488;MÁQUINAS SECUNDÁRIAS
92;FRIG. AURORA CASTRO;4228;ASPIRADOR DE MEDULA - TANQUE DE VÁCUO - MOTOR;1381;ABT;SETOR ABATE/RESFRIAMENTO      ;6;254248;9999;32032;2488;MÁQUINAS SECUNDÁRIAS
92;FRIG. AURORA CASTRO;4228;ATORDOADOR;99983781;ABT;SETOR ABATE/RESFRIAMENTO      ;1;;1;13001;2488;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;ATORDOADOR ELÉTRICO;3165;ABT;SETOR ABATE/RESFRIAMENTO      ;1;0;9999;13001;2488;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;AUTO CLAVE - RECEPCAO (AUT1701000001);99986754;REC;SETOR DE RECEPCAO             ;6;;9999;31002;2216;MÁQUINAS PRINCIPAL
92;FRIG. AURORA CASTRO;4228;AUTOCLAVE CRISTÓFOLI 12L;99997108;SES;SETOR SEGURANCA E SAUDE       ;4;0;9999;31002;2101;OUTROS
92;FRIG. AURORA CASTRO;4228;BALANÇA 001 MAREL MOD. M SERIES 1100 CAP. 30KG;99998759;MEX;MIUDOS EXTERNOS               ;6;0;9999;1600;2739;OUTROS
92;FRIG. AURORA CASTRO;4228;BALANÇA 001 SHIMADZU MOD. BL3200 H CAP. 320G;99997329;LDA;LABORATÓRIO DE ANALISES DE ALIMENTOS - FAC;6;0;9999;1600;3591;OUTROS
92;FRIG. AURORA CASTRO;4228;BALANÇA 002 MAREL MOD. M SERIES 1100 CAP. 30KG;99998760;COD;SETOR DE CONDIMENTOS          ;6;0;9999;1600;4472;OUTROS
92;FRIG. AURORA CASTRO;4228;BALANÇA 002 SHIMADZU MOD. BL3200 H CAP. 320G;99997330;LDA;LABORATÓRIO DE ANALISES DE ALIMENTOS - FAC;6;0;9999;1600;3591;OUTROS
92;FRIG. AURORA CASTRO;4228;BALANÇA 003 MAREL MOD. M SERIES 1100 CAP. 30KG;99998761;MEX;MIUDOS EXTERNOS               ;6;0;9999;1600;2739;OUTROS
92;FRIG. AURORA CASTRO;4228;BALANÇA 003 SHIMADZU MOD. BL3200 H CAP. 320G;99997331;LDA;LABORATÓRIO DE ANALISES DE ALIMENTOS - FAC;6;0;9999;1600;3591;OUTROS
92;FRIG. AURORA CASTRO;4228;BALANÇA 004 MAREL MOD. M SERIES 1100 CAP. 30KG;99985469;COD;SETOR DE CONDIMENTOS          ;6;0;9999;1600;4472;OUTROS
92;FRIG. AURORA CASTRO;4228;BALANÇA 004 SHIMADZU MOD. BL3200 H CAP. 320G;99997332;LDA;LABORATÓRIO DE ANALISES DE ALIMENTOS - FAC;6;0;9999;1600;3591;OUTROS
92;FRIG. AURORA CASTRO;4228;BALANÇA 005 MAREL MOD. M SERIES 1100 CAP. 30KG;99998762;MIN;MIUDOS INTERNOS               ;6;0;9999;1600;2721;OUTROS
92;FRIG. AURORA CASTRO;4228;BALANÇA 005 OHAUS MOD. PR224BR CAP. 220G;99997333;LDA;LABORATÓRIO DE ANALISES DE ALIMENTOS - FAC;6;0;9999;1600;3591;OUTROS
92;FRIG. AURORA CASTRO;4228;BALANÇA 006 MAREL MOD. M SERIES 1100 CAP. 30KG;99998813;MEX;MIUDOS EXTERNOS               ;6;0;9999;1600;2739;OUTROS
92;FRIG. AURORA CASTRO;4228;BALANÇA 006 OHAUS MOD. PA214 P CAP. 210G;99997334;LDA;LABORATÓRIO DE ANALISES DE ALIMENTOS - FAC;6;0;9999;1600;3591;OUTROS
92;FRIG. AURORA CASTRO;4228;BALANÇA 007 GEHAKA MOD. AG 200 P CAP. 199.999G;99997335;LDA;LABORATÓRIO DE ANALISES DE ALIMENTOS - FAC;6;0;9999;1600;3591;OUTROS
92;FRIG. AURORA CASTRO;4228;BALANÇA 007 PESO EXATO MOD. PE-50.10 CAP. 50KG;99997598;EPJ;SETOR DE ESPOSTEJAMENTO       ;6;0;9999;1600;2224;OUTROS
92;FRIG. AURORA CASTRO;4228;BALANÇA 008 TOLEDO MOD. 2003/10-2090 CAP. 50KG;99998763;EPJ;SETOR DE ESPOSTEJAMENTO       ;6;0;9999;1600;2224;OUTROS
92;FRIG. AURORA CASTRO;4228;BALANÇA 010 MAREL MOD. M SERIES 1100 CAP. 30KG;99998765;EMB;SETOR EMBALAGEM               ;6;0;9999;1600;4138;OUTROS
92;FRIG. AURORA CASTRO;4228;BALANÇA 011 TOLEDO MOD. 2003/1-2090 CAP. 10KG;99998767;COD;SETOR DE CONDIMENTOS          ;6;0;9999;1600;4472;OUTROS
92;FRIG. AURORA CASTRO;4228;BALANÇA 012 TOLEDO MOD. 2003/1-2090 CAP. 10KG;99998768;COD;SETOR DE CONDIMENTOS          ;6;0;9999;1600;4472;OUTROS
92;FRIG. AURORA CASTRO;4228;BALANÇA 014 TOLEDO MOD. 2003/1-2090 CAP. 10KG;99998769;CQL;SETOR CONTROLE DE QUALIDADE   ;6;0;9999;1600;1759;OUTROS
92;FRIG. AURORA CASTRO;4228;BALANÇA 015 TOLEDO MOD. 2096-H/4 CAP. 25KG;99998770;TCA;SETOR TUNEIS E CAMARAS        ;6;0;9999;1600;2313;OUTROS
92;FRIG. AURORA CASTRO;4228;BALANÇA 016 MAREL MOD. M SERIES 2200 CAP. 3500KG;3430;PRU;SETOR DE PRESUNTARIA          ;2;;9999;17000;2291;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;BALANÇA 016 MAREL MOD. M SERIES 2200 CAP. 500KG;99986433;ABT;SETOR ABATE/RESFRIAMENTO      ;8;0;9999;1600;2488;OUTROS
92;FRIG. AURORA CASTRO;4228;BALANÇA 017 TOLEDO CAP. 400KG;99998811;ABT;SETOR ABATE/RESFRIAMENTO      ;8;0;9999;1600;2488;OUTROS
92;FRIG. AURORA CASTRO;4228;BALANÇA 017 TOLEDO CAP. 400KG - REDUTOR;99988482;ABT;SETOR ABATE/RESFRIAMENTO      ;8;0;9999;18000;2488;OUTROS
92;FRIG. AURORA CASTRO;4228;BALANÇA 017 TOLEDO CAP. 400KG - REDUTOR - MOTOR;99988481;ABT;SETOR ABATE/RESFRIAMENTO      ;8;0;9999;19000;2488;OUTROS
92;FRIG. AURORA CASTRO;4228;BALANÇA 018 TOLEDO MOD. 2096-H/4 CAP. 25KG;99998771;TCA;SETOR TUNEIS E CAMARAS        ;6;0;9999;1600;2313;OUTROS
92;FRIG. AURORA CASTRO;4228;BALANÇA 020 TOLEDO MOD. 2096-H/1 CAP. 05KG;99998772;TCA;SETOR TUNEIS E CAMARAS        ;6;0;9999;1600;2313;OUTROS
92;FRIG. AURORA CASTRO;4228;BALANÇA 021 TOLEDO MOD. 2003/1-2190 CAP. 1500KG;99986444;CUR;SETOR EMB CURADOS             ;6;0;9999;1600;5525;OUTROS
92;FRIG. AURORA CASTRO;4228;BALANÇA 022 SULMAQ MOD. 84114705 CAP. 250KG;99987611;EPJ;SETOR DE ESPOSTEJAMENTO       ;8;0;9999;1600;2224;OUTROS
92;FRIG. AURORA CASTRO;4228;BALANÇA 025 TOLEDO MOD. 2003/35-2180 CAP. 1500KG;99996449;EST;SETOR DE ESTUFAS              ;6;0;9999;1600;4588;OUTROS
92;FRIG. AURORA CASTRO;4228;BALANÇA 026 MAREL MOD. M2200 CAP. 60KG;99999027;MIN;MIUDOS INTERNOS               ;6;0;9999;1600;2721;OUTROS
92;FRIG. AURORA CASTRO;4228;BALANÇA 026 PESO EXATO MOD. IDPE-10.000 CAP. 30KG;99998950;COD;SETOR DE CONDIMENTOS          ;6;0;9999;1600;4472;OUTROS
92;FRIG. AURORA CASTRO;4228;BALANÇA 028 TOLEDO MOD. 2003/10-2090 CAP. 50KG;99998814;MIN;MIUDOS INTERNOS               ;6;0;9999;1600;2721;OUTROS
