CD_UNID;NOME_UNID;CS_TT_MAQUINA;DESCR_MAQUINA;CD_MAQUINA;CD_SETORMANUT;DESCR_SETORMANUT;CD_PRIOMAQUTV;NRO_PATRIMONIO;CD_MODELO;CD_GRUPO;CD_TPCENTATIV;DESCR_GERENC
92;FRIG. AURORA CASTRO;4228;COMPRESSOR NH3 07 250VLLD-HX - UNIDADE COMPRESSORA - PARAFUSO - MOTOR;99993561;GEF;SETOR DE OPERACAO DE FRIO     ;10;253382;9999;19000;1210;MÁQUINAS PRINCIPAL
92;FRIG. AURORA CASTRO;4228;CONCHA HIDRÁULICA PARA EMPILHADEIRA;99994245;GEV;SETOR DE OPERACAO DE CALOR    ;8;253084;9999;21001;1236;MÁQUINAS PRINCIPAL
92;FRIG. AURORA CASTRO;4228;CONDENSADOR - ABSORCAO (CN1701000006);99986088;GEF;SETOR DE OPERACAO DE FRIO     ;6;;9999;22003;1210;MÁQUINAS PRINCIPAL
92;FRIG. AURORA CASTRO;4228;CONDENSADOR 01 - SALA DE MAQUINAS (CN1701000001);99986094;GEF;SETOR DE OPERACAO DE FRIO     ;6;;9999;22003;1210;MÁQUINAS PRINCIPAL
92;FRIG. AURORA CASTRO;4228;CONDENSADOR 02 - SALA DE MAQUINAS (CN1701000002);99986093;GEF;SETOR DE OPERACAO DE FRIO     ;6;;9999;22003;1210;MÁQUINAS PRINCIPAL
92;FRIG. AURORA CASTRO;4228;CONDENSADOR 03 - SALA DE MAQUINAS (CN1701000003);99986092;GEF;SETOR DE OPERACAO DE FRIO     ;6;;9999;22003;1210;MÁQUINAS PRINCIPAL
92;FRIG. AURORA CASTRO;4228;CONDENSADOR 04 - SALA DE MAQUINAS (CN1701000004);99986091;GEF;SETOR DE OPERACAO DE FRIO     ;6;;9999;22003;1210;MÁQUINAS PRINCIPAL
92;FRIG. AURORA CASTRO;4228;CONDENSADOR 05 - SALDE MÁQUINAS (CN1701000007);99986090;GEF;SETOR DE OPERACAO DE FRIO     ;6;;9999;22003;1210;MÁQUINAS PRINCIPAL
92;FRIG. AURORA CASTRO;4228;CONTROLADOR;5692;ABT;SETOR ABATE/RESFRIAMENTO      ;1;0;9999;41002;2488;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR;5741;ABT;SETOR ABATE/RESFRIAMENTO      ;1;0;9999;41002;2488;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR;5691;ABT;SETOR ABATE/RESFRIAMENTO      ;1;0;9999;41002;2488;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR;5690;ABT;SETOR ABATE/RESFRIAMENTO      ;1;;9999;41002;2488;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR;5492;ABT;SETOR ABATE/RESFRIAMENTO      ;1;0;9999;41002;2488;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR;5490;ABT;SETOR ABATE/RESFRIAMENTO      ;1;0;9999;41002;2488;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR;5473;ABT;SETOR ABATE/RESFRIAMENTO      ;1;0;9999;41002;2488;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR;5421;ABT;SETOR ABATE/RESFRIAMENTO      ;1;0;9999;41002;2488;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR;99987255;ABT;SETOR ABATE/RESFRIAMENTO      ;4;1;7;11;2488;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR;5419;ABT;SETOR ABATE/RESFRIAMENTO      ;1;0;9999;41002;2488;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR COM SENSOR;4861;MEL;SETOR ENG E MANUT. ELETRICA   ;1;0;1;46035;1163;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR COM SENSOR;3128;MEX;MIUDOS EXTERNOS               ;1;0;1;46035;2739;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR COM SENSOR;4629;CEB;EMBUTIDOS COZIDOS             ;1;0;1;46035;2283;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR COM SENSOR DE TEMPERATURA;3112;CUR;SETOR EMB CURADOS             ;1;0;1;46035;5525;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR COM SENSOR DE TEMPERATURA;3113;CUR;SETOR EMB CURADOS             ;1;0;1;46035;5525;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR DE TEMPERATURA;6923;REC;SETOR DE RECEPCAO             ;1;0;9999;41002;2216;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR DE TEMPERATURA;99998327;MEL;SETOR ENG E MANUT. ELETRICA   ;1;0;9999;41002;1163;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR DE TEMPERATURA;99998328;MEL;SETOR ENG E MANUT. ELETRICA   ;1;0;9999;41002;1163;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR DE TEMPERATURA;99998497;PRU;SETOR DE PRESUNTARIA          ;1;0;9999;41002;2291;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR DE TEMPERATURA;99998499;CEB;EMBUTIDOS COZIDOS             ;1;0;9999;41002;2283;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR DE TEMPERATURA;4562;MIN;MIUDOS INTERNOS               ;1;0;9999;41002;2721;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR DE TEMPERATURA;4564;MIN;MIUDOS INTERNOS               ;1;0;9999;41002;2721;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR DE TEMPERATURA;5241;MIN;MIUDOS INTERNOS               ;1;0;9999;41002;2721;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR DE TEMPERATURA;5243;MIN;MIUDOS INTERNOS               ;1;0;9999;41002;2721;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR DE TEMPERATURA;3466;ABT;SETOR ABATE/RESFRIAMENTO      ;1;;1;46035;2488;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR DE TEMPERATURA;99988177;BET;SETOR BENEFICIAMENTO DE TRIPA ;1;0;8;46035;2232;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR DE TEMPERATURA - NOVUS N1200;99999383;CEB;EMBUTIDOS COZIDOS             ;1;0;9999;41002;2283;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR DE TEMPERATURA - NOVUS N1200;99999269;MEX;MIUDOS EXTERNOS               ;1;0;9999;41002;2739;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR DE TEMPERATURA AMBIENTE, NOVUS;99999396;TCA;SETOR TUNEIS E CAMARAS        ;1;0;9999;41002;2313;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR DE TEMPERATURA AMBIENTE, NOVUS N1200;99999312;SEI;SETOR EMB INDUSTRIALIZADOS    ;1;0;9999;41002;5345;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR DE TEMPERATURA COM SENSOR;3116;CUR;SETOR EMB CURADOS             ;1;0;1;46035;5525;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR E SENSOR DE TEMPERATURA;99988248;SFR;SETOR EMBUTIDOS FRESCAIS      ;1;0;7;46035;4057;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR E SENSOR DE TEMPERATURA;3111;CUR;SETOR EMB CURADOS             ;1;0;1;46035;5525;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR E SENSOR DE TEMPERATURA;3117;CUR;SETOR EMB CURADOS             ;1;0;1;46035;5525;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR E SENSOR DE TEMPERATURA PT100;99999477;SFR;SETOR EMBUTIDOS FRESCAIS      ;1;0;1;46035;4057;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR E SENSOR DE TEMPERATURA PT100;99999478;SEI;SETOR EMB INDUSTRIALIZADOS    ;1;0;1;46035;5345;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR E SENSOR DE TEMPERATURA PT100;99999479;SEI;SETOR EMB INDUSTRIALIZADOS    ;1;0;1;46035;5345;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR E SENSOR DE TEMPERATURA PT100;99999480;SFR;SETOR EMBUTIDOS FRESCAIS      ;1;0;1;46035;4057;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR E SENSOR DE TEMPERATURA PT100;99999481;SEI;SETOR EMB INDUSTRIALIZADOS    ;1;0;1;46035;5345;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR E SENSOR DE TEMPERATURA PT100;99999482;CUR;SETOR EMB CURADOS             ;1;0;1;46035;5525;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR E SENSOR DE TEMPERATURA PT100;99999499;CEB;EMBUTIDOS COZIDOS             ;1;0;1;46035;2283;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR E SENSOR DE TEMPERATURA PT100;99999424;ABT;SETOR ABATE/RESFRIAMENTO      ;1;0;1;46035;2488;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR E SENSOR DE TEMPERATURA PT100;99999425;ABT;SETOR ABATE/RESFRIAMENTO      ;1;0;1;46035;2488;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR E SENSOR DE TEMPERATURA PT100;99999426;MEX;MIUDOS EXTERNOS               ;1;0;1;46035;2739;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR E SENSOR DE TEMPERATURA PT100;99999427;MEX;MIUDOS EXTERNOS               ;1;0;1;46035;2739;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR E SENSOR DE TEMPERATURA PT100;99999428;BET;SETOR BENEFICIAMENTO DE TRIPA ;1;0;1;46035;2232;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR E SENSOR DE TEMPERATURA PT100;99999429;BET;SETOR BENEFICIAMENTO DE TRIPA ;1;0;1;46035;2232;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR E SENSOR DE TEMPERATURA PT100;99999430;MEX;MIUDOS EXTERNOS               ;1;0;1;46035;2739;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR E SENSOR DE TEMPERATURA PT100;99999431;ABT;SETOR ABATE/RESFRIAMENTO      ;1;0;1;46035;2488;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR E SENSOR DE TEMPERATURA PT100;99999432;ABT;SETOR ABATE/RESFRIAMENTO      ;1;0;1;46035;2488;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR E SENSOR DE TEMPERATURA PT100;99999433;ABT;SETOR ABATE/RESFRIAMENTO      ;1;0;1;46035;2488;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR E SENSOR DE TEMPERATURA PT100;99999434;ABT;SETOR ABATE/RESFRIAMENTO      ;1;0;1;46035;2488;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR E SENSOR DE TEMPERATURA PT100;99999435;ABT;SETOR ABATE/RESFRIAMENTO      ;1;0;1;46035;2488;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR E SENSOR DE TEMPERATURA PT100;99999436;ABT;SETOR ABATE/RESFRIAMENTO      ;1;0;1;46035;2488;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR E SENSOR DE TEMPERATURA PT100;99999437;ABT;SETOR ABATE/RESFRIAMENTO      ;1;0;1;46035;2488;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR E SENSOR DE TEMPERATURA PT100;99999438;ABT;SETOR ABATE/RESFRIAMENTO      ;1;0;1;46035;2488;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR E SENSOR DE TEMPERATURA PT100;99999439;ABT;SETOR ABATE/RESFRIAMENTO      ;1;0;1;46035;2488;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR E SENSOR DE TEMPERATURA PT100;99999440;ABT;SETOR ABATE/RESFRIAMENTO      ;1;0;1;46035;2488;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR E SENSOR DE TEMPERATURA PT100;99999441;REC;SETOR DE RECEPCAO             ;1;0;1;46035;2216;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR E SENSOR DE TEMPERATURA PT100;99999442;TCA;SETOR TUNEIS E CAMARAS        ;1;0;1;46035;2313;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR E SENSOR DE TEMPERATURA PT100;99999443;TCA;SETOR TUNEIS E CAMARAS        ;1;0;1;46035;2313;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR E SENSOR DE TEMPERATURA PT100;99999444;EPJ;SETOR DE ESPOSTEJAMENTO       ;1;0;1;46035;2224;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR E SENSOR DE TEMPERATURA PT100;99999445;EPJ;SETOR DE ESPOSTEJAMENTO       ;1;0;1;46035;2224;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR E SENSOR DE TEMPERATURA PT100;99999446;EPJ;SETOR DE ESPOSTEJAMENTO       ;1;0;1;46035;2224;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR E SENSOR DE TEMPERATURA PT100;99999447;EPJ;SETOR DE ESPOSTEJAMENTO       ;1;0;1;46035;2224;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR E SENSOR DE TEMPERATURA PT100;99999448;EPJ;SETOR DE ESPOSTEJAMENTO       ;1;0;1;46035;2224;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR E SENSOR DE TEMPERATURA PT100;99999449;EPJ;SETOR DE ESPOSTEJAMENTO       ;1;0;1;46035;2224;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR E SENSOR DE TEMPERATURA PT100;99999451;EXD;EXPEDICAO                     ;1;0;1;46035;2348;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR E SENSOR DE TEMPERATURA PT100;99999452;EXD;EXPEDICAO                     ;1;0;1;46035;2348;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR E SENSOR DE TEMPERATURA PT100;99999453;EXD;EXPEDICAO                     ;1;0;1;46035;2348;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR E SENSOR DE TEMPERATURA PT100;99999454;EXD;EXPEDICAO                     ;1;0;1;46035;2348;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR E SENSOR DE TEMPERATURA PT100;99999455;COD;SETOR DE CONDIMENTOS          ;1;0;1;46035;4472;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR E SENSOR DE TEMPERATURA PT100;99999456;COD;SETOR DE CONDIMENTOS          ;1;0;1;46035;4472;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR E SENSOR DE TEMPERATURA PT100;99999457;COD;SETOR DE CONDIMENTOS          ;1;0;1;46035;4472;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR E SENSOR DE TEMPERATURA PT100;99999458;TCA;SETOR TUNEIS E CAMARAS        ;1;0;1;46035;2313;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR E SENSOR DE TEMPERATURA PT100;99999459;TCA;SETOR TUNEIS E CAMARAS        ;1;0;1;46035;2313;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR E SENSOR DE TEMPERATURA PT100;99999460;CUR;SETOR EMB CURADOS             ;1;0;1;46035;5525;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR E SENSOR DE TEMPERATURA PT100;99999461;CUR;SETOR EMB CURADOS             ;1;0;1;46035;5525;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR E SENSOR DE TEMPERATURA PT100;99999462;TCA;SETOR TUNEIS E CAMARAS        ;1;0;1;46035;2313;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR E SENSOR DE TEMPERATURA PT100;99999463;TCA;SETOR TUNEIS E CAMARAS        ;1;0;1;46035;2313;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR E SENSOR DE TEMPERATURA PT100;99999464;SFR;SETOR EMBUTIDOS FRESCAIS      ;1;0;1;46035;4057;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR E SENSOR DE TEMPERATURA PT100;99999465;EPJ;SETOR DE ESPOSTEJAMENTO       ;1;0;1;46035;2224;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR E SENSOR DE TEMPERATURA PT100;99999466;CUR;SETOR EMB CURADOS             ;1;0;1;46035;5525;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR E SENSOR DE TEMPERATURA PT100;99999467;PRU;SETOR DE PRESUNTARIA          ;1;0;1;46035;2291;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR E SENSOR DE TEMPERATURA PT100;99999468;PRU;SETOR DE PRESUNTARIA          ;1;0;1;46035;2291;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR E SENSOR DE TEMPERATURA PT100;99999469;CEB;EMBUTIDOS COZIDOS             ;1;0;1;46035;2283;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR E SENSOR DE TEMPERATURA PT100;99999470;CEB;EMBUTIDOS COZIDOS             ;1;0;1;46035;2283;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR E SENSOR DE TEMPERATURA PT100;99999471;CUR;SETOR EMB CURADOS             ;1;0;1;46035;5525;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR E SENSOR DE TEMPERATURA PT100;99999472;EST;SETOR DE ESTUFAS              ;1;0;1;46035;4588;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR E SENSOR DE TEMPERATURA PT100;99999476;SEI;SETOR EMB INDUSTRIALIZADOS    ;1;0;1;46035;5345;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR E SENSOR DE TEMPERATURA PT100;99999473;SEI;SETOR EMB INDUSTRIALIZADOS    ;1;0;1;46035;5345;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR E SENSOR DE TEMPERATURA PT100;99999474;SFT;SETOR DE FATIADOS             ;1;0;1;46035;4600;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CONTROLADOR E SENSOR DE TEMPERATURA PT100;99999475;SFT;SETOR DE FATIADOS             ;1;0;1;46035;4600;EQUIPAMENTOS
92;FRIG. AURORA CASTRO;4228;CORRUGADOR DE ENVOLTORIO INOX MECANICA;99986318;CUR;SETOR EMB CURADOS             ;6;252931;9999;10000;5525;MÁQUINAS PRINCIPAL
92;FRIG. AURORA CASTRO;4228;CORRUGADOR DE ENVOLTORIO INOX MECANICA - SISTEMA DE SEGURANÇA;4802;CUR;SETOR EMB CURADOS             ;8;252931;9999;46044;5525;MÁQUINAS SECUNDÁRIAS
92;FRIG. AURORA CASTRO;4228;CORRUGADOR DE ENVOLTORIO INOX MECANICA - SISTEMA ELETRICO;4801;CUR;SETOR EMB CURADOS             ;8;252931;9999;46044;5525;MÁQUINAS SECUNDÁRIAS
92;FRIG. AURORA CASTRO;4228;CORTADOR DE CARNE CONTINUO - VELATI - MOTOR DA ESTEIRA;3933;CUR;SETOR EMB CURADOS             ;8;257509;9999;16050;5525;MÁQUINAS SECUNDÁRIAS
92;FRIG. AURORA CASTRO;4228;CORTADOR DE CARNE CONTINUO - VELATI - MOTOR DO FACÃO;3932;CUR;SETOR EMB CURADOS             ;8;257509;9999;16050;5525;MÁQUINAS SECUNDÁRIAS
92;FRIG. AURORA CASTRO;4228;CORTADOR DE CARNE CONTINUO - VELATI - SISTEMA DE SEGURANÇA;5284;CUR;SETOR EMB CURADOS             ;8;257509;9999;16050;5525;MÁQUINAS SECUNDÁRIAS
92;FRIG. AURORA CASTRO;4228;CORTADOR DE CARNE CONTINUO - VELATI - SISTEMA ELETRICO;3931;CUR;SETOR EMB CURADOS             ;8;257509;9999;16050;5525;MÁQUINAS SECUNDÁRIAS
92;FRIG. AURORA CASTRO;4228;CORTADOR DE CARNE CONTINUO VELATI;99986283;CUR;SETOR EMB CURADOS             ;6;257509;9999;9006;5525;MÁQUINAS PRINCIPAL
92;FRIG. AURORA CASTRO;4228;CORTADOR DE TRIPAS GROSSAS (99986468) - MOTOR;99988872;GRX;SETOR SUB PRODUTOS GRAXARIA   ;6;;9999;19000;2330;MÁQUINAS SECUNDÁRIAS
92;FRIG. AURORA CASTRO;4228;CORTADOR DE TRIPAS GROSSAS (99986468) - REDUTOR;99988873;GRX;SETOR SUB PRODUTOS GRAXARIA   ;6;;9999;18000;2330;MÁQUINAS SECUNDÁRIAS
92;FRIG. AURORA CASTRO;4228;CORTADOR DE TRIPAS GROSSAS - GALERIA TECNICA 80263836;99986468;GRX;SETOR SUB PRODUTOS GRAXARIA   ;6;;9999;46044;2330;MÁQUINAS PRINCIPAL
92;FRIG. AURORA CASTRO;4228;CORTE CARCAÇA JOYSTICK 600 SULMAQ;99986293;EPJ;SETOR DE ESPOSTEJAMENTO       ;8;0;9999;32009;2224;OUTROS
92;FRIG. AURORA CASTRO;4228;CORTE CARCAÇA JOYSTICK 600 SULMAQ - EST. CURTA/RETA - SISTEMA ELÉTRICO;99999654;EPJ;SETOR DE ESPOSTEJAMENTO       ;8;254591;9999;29004;2224;MÁQUINAS SECUNDÁRIAS
92;FRIG. AURORA CASTRO;4228;CORTE CARCAÇA JOYSTICK 600 SULMAQ - EST. CURTA/RETA PERNIL - REDUTOR;99999652;EPJ;SETOR DE ESPOSTEJAMENTO       ;8;254591;9999;29004;2224;MÁQUINAS SECUNDÁRIAS
92;FRIG. AURORA CASTRO;4228;CORTE CARCAÇA JOYSTICK 600 SULMAQ - EST. CURTA/RETA PERNIL - REDUTOR - MOTOR;99999653;EPJ;SETOR DE ESPOSTEJAMENTO       ;8;254591;9999;29004;2224;MÁQUINAS SECUNDÁRIAS
92;FRIG. AURORA CASTRO;4228;CORTE CARCAÇA JOYSTICK 600 SULMAQ - EST. CURTA/RETA RETA PERNIL;99985775;EPJ;SETOR DE ESPOSTEJAMENTO       ;6;254591;9999;29004;2224;MÁQUINAS PRINCIPAL
92;FRIG. AURORA CASTRO;4228;CORTE CARCAÇA JOYSTICK 600 SULMAQ - EST. CURVA BARRIGA/CARRÉ;99985632;EPJ;SETOR DE ESPOSTEJAMENTO       ;8;254590;9999;29004;2224;MÁQUINAS PRINCIPAL
92;FRIG. AURORA CASTRO;4228;CORTE CARCAÇA JOYSTICK 600 SULMAQ - EST. CURVA BARRIGA/CARRÉ - REDUTOR;99999640;EPJ;SETOR DE ESPOSTEJAMENTO       ;8;254590;9999;29004;2224;MÁQUINAS SECUNDÁRIAS
92;FRIG. AURORA CASTRO;4228;CORTE CARCAÇA JOYSTICK 600 SULMAQ - EST. CURVA BARRIGA/CARRÉ - REDUTOR - MOTOR;99999641;EPJ;SETOR DE ESPOSTEJAMENTO       ;8;254590;9999;29004;2224;MÁQUINAS SECUNDÁRIAS
92;FRIG. AURORA CASTRO;4228;CORTE CARCAÇA JOYSTICK 600 SULMAQ - EST. CURVA BARRIGA/CARRÉ - SIST. ELÉTRICO;99999642;EPJ;SETOR DE ESPOSTEJAMENTO       ;8;254590;9999;29004;2224;MÁQUINAS SECUNDÁRIAS
92;FRIG. AURORA CASTRO;4228;CORTE CARCAÇA JOYSTICK 600 SULMAQ - ESTEIRA CORTE BARRIGA/CARRÉ;99999636;EPJ;SETOR DE ESPOSTEJAMENTO       ;8;258185;9999;32009;2224;MÁQUINAS SECUNDÁRIAS
92;FRIG. AURORA CASTRO;4228;CORTE CARCAÇA JOYSTICK 600 SULMAQ - ESTEIRA CORTE BARRIGA/CARRÉ - REDUTOR;99999637;EPJ;SETOR DE ESPOSTEJAMENTO       ;8;258185;9999;32009;2224;MÁQUINAS SECUNDÁRIAS
92;FRIG. AURORA CASTRO;4228;CORTE CARCAÇA JOYSTICK 600 SULMAQ - ESTEIRA CORTE BARRIGA/CARRÉ - REDUTOR - MT;99999638;EPJ;SETOR DE ESPOSTEJAMENTO       ;8;258185;9999;32009;2224;MÁQUINAS SECUNDÁRIAS
92;FRIG. AURORA CASTRO;4228;CORTE CARCAÇA JOYSTICK 600 SULMAQ - ESTEIRA CORTE BARRIGA/CARRÉ - SIST. ELÉTRICO;99999639;EPJ;SETOR DE ESPOSTEJAMENTO       ;8;258185;9999;32009;2224;MÁQUINAS SECUNDÁRIAS
92;FRIG. AURORA CASTRO;4228;CORTE CARCAÇA JOYSTICK 600 SULMAQ - ESTEIRA CORTE PALETA;99999619;EPJ;SETOR DE ESPOSTEJAMENTO       ;8;258178;9999;32009;2224;MÁQUINAS SECUNDÁRIAS
92;FRIG. AURORA CASTRO;4228;CORTE CARCAÇA JOYSTICK 600 SULMAQ - ESTEIRA CORTE PALETA - REDUTOR;99999620;EPJ;SETOR DE ESPOSTEJAMENTO       ;8;258178;9999;32009;2224;MÁQUINAS SECUNDÁRIAS
92;FRIG. AURORA CASTRO;4228;CORTE CARCAÇA JOYSTICK 600 SULMAQ - ESTEIRA CORTE PALETA - REDUTOR - MOTOR;99999621;EPJ;SETOR DE ESPOSTEJAMENTO       ;8;258178;9999;32009;2224;MÁQUINAS SECUNDÁRIAS
92;FRIG. AURORA CASTRO;4228;CORTE CARCAÇA JOYSTICK 600 SULMAQ - ESTEIRA CORTE PALETA - SISTEMA ELÉTRICO;99999622;EPJ;SETOR DE ESPOSTEJAMENTO       ;8;258178;9999;32009;2224;MÁQUINAS SECUNDÁRIAS
92;FRIG. AURORA CASTRO;4228;CORTE CARCAÇA JOYSTICK 600 SULMAQ - ESTEIRA CORTE PERNIL;99985673;EPJ;SETOR DE ESPOSTEJAMENTO       ;8;258185;9999;32009;2224;MÁQUINAS SECUNDÁRIAS
92;FRIG. AURORA CASTRO;4228;CORTE CARCAÇA JOYSTICK 600 SULMAQ - ESTEIRA CORTE PERNIL - REDUTOR;99999629;EPJ;SETOR DE ESPOSTEJAMENTO       ;8;258185;9999;32009;2224;MÁQUINAS SECUNDÁRIAS
92;FRIG. AURORA CASTRO;4228;CORTE CARCAÇA JOYSTICK 600 SULMAQ - ESTEIRA CORTE PERNIL - REDUTOR - MOTOR;99999630;EPJ;SETOR DE ESPOSTEJAMENTO       ;8;258185;9999;32009;2224;MÁQUINAS SECUNDÁRIAS
