CODIGO UNIDADE;NOME UNIDADE;CODIGO DEPOSITO;DESCRIÇÃO DEPOSITO;CODIGO LOCAL;DESCRIÇÃO LOCAL;ESTANTE;PRATELEIRA;COLUNA;SEQUENCIA;CODIGO DEST. USO;DESCRIÇÃO DEST. USO;CODIGO ITEM;DESCRIÇÃO ITEM;CODIGO GRUPO DE ESTOQUE;DESCRIÇÃO GRUPO DE ESTOQUE;CODIGO SUBGRUPO DE ESTOQUE;DESCRIÇÃO SUBGRUPO DE ESTOQUE;UNIDADE MEDIDA;DATA ULTIMA COMPRA;CODIGO LOTE;LEGENDA LOTE;QUANTIDADE;VALOR;SITUAÇÃO PILHA;DATA CRIAÇÃO;MARCA REFERENCIA;CONTROLA ESTOQUE MINIMO;DATA FECHAMENTO;DATA GERAÇÃO;CLASSIFICAÇÃO TEMPO SEM CONSUMO;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;1;1;1;3;ESTOQUE MINIMO;187649;SERRA FITA ELETRICA ALIMENTO 10CV 575V;14;MATERIAIS PARA USO EM MANUTENCOES;22;FERRAMENTAS DE CORTE/USINAGEM;UN;;;;89;11901,1;;;;NÃO;;03/05/2026 10:07;OCIOSO;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;1;2;1;3;ESTOQUE MINIMO;188200;"SERRA FITA (LAMINA) 3 DENTES LARG.3/4""X2965X0,56MM";14;MATERIAIS PARA USO EM MANUTENCOES;22;FERRAMENTAS DE CORTE/USINAGEM;UN;;;;27;1411,63;;;;SIM;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;1;2;2;3;ESTOQUE MINIMO;45475;"SERRA FITA (LAMINA) 4 DENTES 3/4""X0,55X2,850MM";14;MATERIAIS PARA USO EM MANUTENCOES;22;FERRAMENTAS DE CORTE/USINAGEM;UN;;;;33;1908,98;;;;SIM;;03/05/2026 10:07;REGULAR;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;1;3;2;3;ESTOQUE MINIMO;149838;"COLAR TOMADA PVC RIGIDO 110X3/4""";14;MATERIAIS PARA USO EM MANUTENCOES;14;MANGUEIRAS, ENGATES, REGISTROS E AFINS;UN;;;;127;10279,57;;;;SIM;;03/05/2026 10:07;OCIOSO;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;1;4;1;3;ESTOQUE MINIMO;80715;INVERSOR FREQ.CFW-500 15KW 31A 380/440V REF.D31POT4DB20,WEG;14;MATERIAIS PARA USO EM MANUTENCOES;5;COMPONENTES ELETRICOS E ELETRONICO AUTOMACAO;UN;;;;1;7588,26;;;;SIM;;03/05/2026 10:07;OCIOSO;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;1;4;2;3;ESTOQUE MINIMO;191990;PLACA PRINCIPAL P/IMPRESSORA COD.MH241T-015140,TSC;14;MATERIAIS PARA USO EM MANUTENCOES;2;PECAS P/MAQUINAS DE APOIO A PRODUCAO;UN;;;;2;7404,19;;;;SIM;;03/05/2026 10:07;OCIOSO;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;2;1;1;3;ESTOQUE MINIMO;187355;SERRA FITA HSS 19X0,5MM 4DENTES 2,85M;14;MATERIAIS PARA USO EM MANUTENCOES;22;FERRAMENTAS DE CORTE/USINAGEM;UN;;;;4;267,21;;;;NÃO;;03/05/2026 10:07;OCIOSO;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;2;1;2;3;ESTOQUE MINIMO;188172;"SERRA FITA ACO 19X0,55MM 4 DENTES"" 3,5MT";14;MATERIAIS PARA USO EM MANUTENCOES;22;FERRAMENTAS DE CORTE/USINAGEM;UN;;;;7;981,91;;;;NÃO;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;2;1;3;3;ESTOQUE MINIMO;151132;SERRA FITA M42 CLASSIC 3/4X4-6X2,36T CORTE METAIS;14;MATERIAIS PARA USO EM MANUTENCOES;22;FERRAMENTAS DE CORTE/USINAGEM;UN;;;;8;1138,18;;;;SIM;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;2;1;4;3;ESTOQUE MINIMO;187352;SERRA FITA ACO 16X0,4MM 6DENTES 3,15M;14;MATERIAIS PARA USO EM MANUTENCOES;22;FERRAMENTAS DE CORTE/USINAGEM;UN;;;;5;544,5;;;;NÃO;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;2;1;5;3;ESTOQUE MINIMO;187353;SERRA FITA ACO 19X0,55MM 4DENTES 3,15M;14;MATERIAIS PARA USO EM MANUTENCOES;22;FERRAMENTAS DE CORTE/USINAGEM;UN;;;;29;1184,29;;;;NÃO;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;2;2;1;3;ESTOQUE MINIMO;187551;"SERRA FITA ACO 5/8"" 16X0,4MM 6 DENTE 2,35MT COD.MKP16X6SK4,STARRETT";14;MATERIAIS PARA USO EM MANUTENCOES;22;FERRAMENTAS DE CORTE/USINAGEM;UN;;;;58;2509,4;;;;SIM;;03/05/2026 10:07;REGULAR;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;2;3;2;3;ESTOQUE MINIMO;176184;CABECA DE IMPRESSAO 203DPI P/IMPRESSORA COD.MH241T015103,TSC;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;16;48509,4;;;;SIM;;03/05/2026 10:07;REGULAR;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;2;3;3;3;ESTOQUE MINIMO;180305;PAINEL LCD COLOR TOUCH COMPLETO COD.MH241T015136,TSC;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;7;22599,7;;;;SIM;;03/05/2026 10:07;OCIOSO;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;2;3;4;3;ESTOQUE MINIMO;176186;ROLETE PRINCIPAL COD.MH241T015142,TSC;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;2;1139,6;;;;SIM;;03/05/2026 10:07;REGULAR;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;2;3;5;3;ESTOQUE MINIMO;178380;MODULO DE GUIA DO PAPEL P/IMPRESSORA COD.MH241T015150,TSC;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;5;762,35;;;;SIM;;03/05/2026 10:07;OCIOSO;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;2;3;6;3;ESTOQUE MINIMO;178248;SENSOR FIM PAPEL COD. SP-MH241T-0022 TSC;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;7;5057,37;;;;SIM;;03/05/2026 10:07;REGULAR;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;2;3;7;3;ESTOQUE MINIMO;178249;SENSOR DE PAPEL COD SP-MH241T-0030 TSC;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;5;3933,53;;;;SIM;;03/05/2026 10:07;OCIOSO;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;2;3;8;3;ESTOQUE MINIMO;45736;PILHA ALCALINA PEQUENA AA 1,5V DURACELL,RAYOVAC,PHILIPS;14;MATERIAIS PARA USO EM MANUTENCOES;5;COMPONENTES ELETRICOS E ELETRONICO AUTOMACAO;UN;;;;54;250,82;;;;SIM;;03/05/2026 10:07;REGULAR;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;2;3;9;3;ESTOQUE MINIMO;81262;PILHA / BATERIA TIPO BOTAO/MOEDA 3V MOD.CR2032 DURACELL;14;MATERIAIS PARA USO EM MANUTENCOES;5;COMPONENTES ELETRICOS E ELETRONICO AUTOMACAO;UN;;;;49;253,59;;;;NÃO;;03/05/2026 10:07;REGULAR;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;2;3;10;3;ESTOQUE MINIMO;105329;PILHA LR41/AG3 1.5V-68 MAH BL-P/RELOGIOS;14;MATERIAIS PARA USO EM MANUTENCOES;5;COMPONENTES ELETRICOS E ELETRONICO AUTOMACAO;UN;;;;41;31,22;;;;SIM;;03/05/2026 10:07;REGULAR;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;2;3;11;3;ESTOQUE MINIMO;45737;PILHA ALCALINA PALITO AAA 1,5V DURACELL / RAYOVAC / PHILIPS;14;MATERIAIS PARA USO EM MANUTENCOES;5;COMPONENTES ELETRICOS E ELETRONICO AUTOMACAO;UN;;;;63;295,73;;;;SIM;;03/05/2026 10:07;REGULAR;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;2;3;12;3;ESTOQUE MINIMO;98880;PILHA ALCALINA 12V A23S K0887A PHILIPS / PANASONIC / RAYOVAC;14;MATERIAIS PARA USO EM MANUTENCOES;5;COMPONENTES ELETRICOS E ELETRONICO AUTOMACAO;UN;;;;12;249,13;;;;SIM;;03/05/2026 10:07;REGULAR;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;2;3;13;3;ESTOQUE MINIMO;45308;BATERIA ALCALINA 9V DURACEL / RAYOVAC / PHILIPS;14;MATERIAIS PARA USO EM MANUTENCOES;5;COMPONENTES ELETRICOS E ELETRONICO AUTOMACAO;UN;;;;15;333,96;;;;SIM;;03/05/2026 10:07;OCIOSO;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;2;4;1;3;ESTOQUE MINIMO;190450;CPU PLC 1769 COD.1508299,METALQUIMIA;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;1;38747,38;;;;NÃO;;03/05/2026 10:07;OCIOSO;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;2;4;2;3;ESTOQUE MINIMO;190451;DISPLAY COD.1508390KTW,METALQUIMIA;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;1;34376,66;;;;NÃO;;03/05/2026 10:07;OCIOSO;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;2;4;3;3;ESTOQUE MINIMO;190452;KIT ENCODER COD.1160161K,METALQUIMIA;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;1;63984,85;;;;NÃO;;03/05/2026 10:07;OCIOSO;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;3;1;1;3;ESTOQUE MINIMO;187356;SERRA FITA HSS 19X0,5MM 4DENTES 2,625M;14;MATERIAIS PARA USO EM MANUTENCOES;22;FERRAMENTAS DE CORTE/USINAGEM;UN;;;;71;4054,1;;;;NÃO;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;3;2;1;3;ESTOQUE MINIMO;185581;LAMINA FITA 117 COD.411102,KENTMASTER;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;80;6937,04;;;;SIM;;03/05/2026 10:07;REGULAR;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;3;3;1;3;ESTOQUE MINIMO;110814;CRONOMETRO DIGITAL EMBORRACHADO PROVA D'AGUA AK71,AKSO;14;MATERIAIS PARA USO EM MANUTENCOES;17;APARELHOS DE MEDICAO;UN;;;;10;1017,66;;;;NÃO;;03/05/2026 10:07;REGULAR;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;3;3;4;3;ESTOQUE MINIMO;67246;"ESPIGAO INOX P/MANGUEIRA 1"" ROSCA MACHO 1""";14;MATERIAIS PARA USO EM MANUTENCOES;14;MANGUEIRAS, ENGATES, REGISTROS E AFINS;UN;;;;115;10471,79;;;;SIM;;03/05/2026 10:07;OCIOSO;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;3;4;1;3;ESTOQUE MINIMO;181808;TAMPA FRONTAL INFERIOR COM SENSOR PEEL-OFF COD.015300,TSC;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;4;8598,66;;;;SIM;;03/05/2026 10:07;OCIOSO;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;3;4;2;3;ESTOQUE MINIMO;175826;CABO FLAT 20VIASX40CM COD. 98-1600002-07LF COD.MH241,TSC;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;2;433,09;;;;SIM;;03/05/2026 10:07;REGULAR;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;3;4;3;3;ESTOQUE MINIMO;59283;FACA BICO PAPAGAIO NYLON BCO COD.12383,REWEFLON;14;MATERIAIS PARA USO EM MANUTENCOES;19;FACAS E CHAIRAS;UN;;;;6;452,07;;;;SIM;;03/05/2026 10:07;OCIOSO;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;3;4;5;3;ESTOQUE MINIMO;182985;KIT PEEL OFF C/REBOBINADOR COD.MH241T-015013,TSC;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;6;21161,75;;;;SIM;;03/05/2026 10:07;REGULAR;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;4;1;1;3;ESTOQUE MINIMO;185901;CILINDRO PNEUMATICO COD.MRL400003655,JBT MAREL;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;3;8804,29;;;;NÃO;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;4;1;2;3;ESTOQUE MINIMO;185466;ENGRENAGEM Z=90 COD.MRL9669098,JBT MAREL;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;3;2411,64;;;;SIM;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;4;1;3;3;ESTOQUE MINIMO;185772;KIT HIGIENIZACAO COMPLETO COD.185704,BETTCHER;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;2;6915,19;;;;SIM;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;4;1;4;3;ESTOQUE MINIMO;120929;REATOR ELETRONICO 220V 50/60HZ P/LAMPADA HALOGENA 20/70W;14;MATERIAIS PARA USO EM MANUTENCOES;6;MATERIAIS ELETRICOS - ILUMINACAO;UN;;;;30;1773,16;;;;NÃO;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;4;1;5;3;ESTOQUE MINIMO;187236;CORREIA TRANSPORTADORA COD.C1868,PACKFORM;14;MATERIAIS PARA USO EM MANUTENCOES;9;CORREIAS;UN;;;;1;474,19;;;;NÃO;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;4;2;1;3;ESTOQUE MINIMO;191077;FILTRO POLIPLISSADO G4 COD.FPF0000108,G-TECH;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;9;1242,77;;;Marca: 208 SPIRAX SARCO ;SIM;;03/05/2026 10:07;REGULAR;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;4;3;1;3;ESTOQUE MINIMO;69592;FITA ADESIVA DUPLA FACE TRANSPARENTE 19X20MT;14;MATERIAIS PARA USO EM MANUTENCOES;18;FERRAGENS;RL;;;;4;182,9;;;;SIM;;03/05/2026 10:07;REGULAR;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;4;3;2;3;ESTOQUE MINIMO;46179;FITA ADESIVA VERMELHA 48X30MT P/DEMARCACAO;14;MATERIAIS PARA USO EM MANUTENCOES;18;FERRAGENS;RL;;;;5;79,31;;;;SIM;;03/05/2026 10:07;REGULAR;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;4;3;3;3;ESTOQUE MINIMO;46361;FITA ADESIVA AMARELA 50MMX30MTS P/DEMARCACAO;14;MATERIAIS PARA USO EM MANUTENCOES;26;DEMAIS MATERIAIS P/ CONSTRUCAO CIVIL;RL;;;;6;95,5;;;;SIM;;03/05/2026 10:07;REGULAR;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;4;3;4;3;ESTOQUE MINIMO;40531;FITA ADESIVA CREPE 18MMX50MT;14;MATERIAIS PARA USO EM MANUTENCOES;26;DEMAIS MATERIAIS P/ CONSTRUCAO CIVIL;RL;;;;8;32,68;;;;NÃO;;03/05/2026 10:07;REGULAR;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;4;3;5;3;ESTOQUE MINIMO;187905;CONJUNTO AR COD.C49070072,INOX MECCANICA;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;4;54403,03;;;;SIM;;03/05/2026 10:07;OCIOSO;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;4;4;1;3;ESTOQUE MINIMO;191988;BATERIA DE LITIO 3,6V +150OC 700MAH 1/2AA COD.ER14250-LR,BIPOWER;14;MATERIAIS PARA USO EM MANUTENCOES;5;COMPONENTES ELETRICOS E ELETRONICO AUTOMACAO;UN;;;;1;745,85;;;Marca: 42 FESTO ;NÃO;;03/05/2026 10:07;REGULAR;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;4;4;2;3;ESTOQUE MINIMO;193431;KIT DE REPARO LIQUIDO COD.KF400PMTTPT,FLUIMAC;14;MATERIAIS PARA USO EM MANUTENCOES;2;PECAS P/MAQUINAS DE APOIO A PRODUCAO;UN;;;;1;3898,51;;;Marca: 50 SMC ;SIM;;03/05/2026 10:07;REGULAR;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;4;4;3;3;ESTOQUE MINIMO;48341;REGISTRO GLOBO ANGULAR BRONZE 45º 16KG 2.1/2 P/MANG.HIDRANTE;14;MATERIAIS PARA USO EM MANUTENCOES;12;CONEXOES HIDRAULICAS;UN;;;;5;510,63;;;;SIM;;03/05/2026 10:07;OCIOSO;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;5;1;1;3;ESTOQUE MINIMO;187232;ROLO TRACAO CORREIACOD. 11-2-357290000,PACKFORM;14;MATERIAIS PARA USO EM MANUTENCOES;9;CORREIAS;UN;;;;1;1106,14;;;;NÃO;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;5;1;2;3;ESTOQUE MINIMO;185743;ETIQUETA IMP 82855 PELE 150X280MM COD.4491797,STILL;14;MATERIAIS PARA USO EM MANUTENCOES;2;PECAS P/MAQUINAS DE APOIO A PRODUCAO;UN;;;;3;9230,31;;;;NÃO;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;5;1;3;3;ESTOQUE MINIMO;82346;PES PARA TANQUES PLASTICO BRANCO 32X50X1;14;MATERIAIS PARA USO EM MANUTENCOES;23;MATERIAIS PARA UTILIDADES;UN;;;;97;5663,69;;;;NÃO;;03/05/2026 10:07;OCIOSO;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;5;1;4;3;ESTOQUE MINIMO;187942;TRANSDUTOR ULTRASSOM COD.440007,FRONTMATEC;14;MATERIAIS PARA USO EM MANUTENCOES;2;PECAS P/MAQUINAS DE APOIO A PRODUCAO;UN;;;;5;72748,87;;;;NÃO;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;5;1;5;3;ESTOQUE MINIMO;186661;FACA CIRC COD.1067630,SEYDELMANN;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;3;11622,57;;;;NÃO;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;5;1;6;3;ESTOQUE MINIMO;186081;FACA C/INSERTO COD.2031566,SEYDELMANN;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;4;12482,19;;;;NÃO;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;5;1;7;3;ESTOQUE MINIMO;186828;NAVALHA 4BRACOS COD.FA03CA,JUNIOR ALIMENTOS;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;7;5037,4;;;;NÃO;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;5;1;8;3;ESTOQUE MINIMO;186733;NAVALHA CORTE ALIMENTO COD.20.29.0204,MONTEMIL;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;15;2446,03;;;;NÃO;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;5;1;9;3;ESTOQUE MINIMO;156143;NAVALHA DA BARRA COD.20290133,MONTEMIL;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;1;785,64;;;;NÃO;;03/05/2026 10:07;OCIOSO;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;5;3;1;3;ESTOQUE MINIMO;112740;"FLEXIVEL INOX FEMEAXFEMEA 1/2""X600MM";14;MATERIAIS PARA USO EM MANUTENCOES;14;MANGUEIRAS, ENGATES, REGISTROS E AFINS;UN;;;;8;926,38;;;;SIM;;03/05/2026 10:07;REGULAR;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;5;3;2;3;ESTOQUE MINIMO;113548;"FLEXIVEL INOX FEMEAXFEMEA 2""X600MM";14;MATERIAIS PARA USO EM MANUTENCOES;14;MANGUEIRAS, ENGATES, REGISTROS E AFINS;UN;;;;2;1231,56;;;;SIM;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;5;3;3;3;ESTOQUE MINIMO;186179;MANGUEIRA MONTADA PTFE 3/4X 700MM COD.261710,MANNES;14;MATERIAIS PARA USO EM MANUTENCOES;2;PECAS P/MAQUINAS DE APOIO A PRODUCAO;UN;;;;3;912,31;;;;SIM;;03/05/2026 10:07;REGULAR;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;5;3;4;3;ESTOQUE MINIMO;186176;"MANGUEIRA ALTA PRESSAO 2 TRAMAS 1/2""X700MM COD.261707,MANNES";14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;3;579,75;;;;SIM;;03/05/2026 10:07;REGULAR;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;5;3;5;3;ESTOQUE MINIMO;186178;MANGUEIRA MONTADA PTFE 1/2X 200MM;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;2;272,71;;;;SIM;;03/05/2026 10:07;OCIOSO;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;1;5;3;6;3;ESTOQUE MINIMO;186177;MANGUEIRA MONTADA EPDM 1/2X 500MM PP 2 TFGSI 1/2 BSP;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;6;1059,47;;;;SIM;;03/05/2026 10:07;OCIOSO;
