CODIGO UNIDADE;NOME UNIDADE;CODIGO DEPOSITO;DESCRIÇÃO DEPOSITO;CODIGO LOCAL;DESCRIÇÃO LOCAL;ESTANTE;PRATELEIRA;COLUNA;SEQUENCIA;CODIGO DEST. USO;DESCRIÇÃO DEST. USO;CODIGO ITEM;DESCRIÇÃO ITEM;CODIGO GRUPO DE ESTOQUE;DESCRIÇÃO GRUPO DE ESTOQUE;CODIGO SUBGRUPO DE ESTOQUE;DESCRIÇÃO SUBGRUPO DE ESTOQUE;UNIDADE MEDIDA;DATA ULTIMA COMPRA;CODIGO LOTE;LEGENDA LOTE;QUANTIDADE;VALOR;SITUAÇÃO PILHA;DATA CRIAÇÃO;MARCA REFERENCIA;CONTROLA ESTOQUE MINIMO;DATA FECHAMENTO;DATA GERAÇÃO;CLASSIFICAÇÃO TEMPO SEM CONSUMO;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;4;2;16;3;ESTOQUE MINIMO;157575;FITA DE TEFLON H1=0,13 B1=16 COD.81848121000,MULTIVAC;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;M;;;;10;489,18;;;;SIM;;03/05/2026 10:07;OCIOSO;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;4;3;1;3;ESTOQUE MINIMO;186876;PLACA SUPORTE COD.106493207,MULTIVAC;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;2;13932,14;;;;NÃO;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;4;3;2;3;ESTOQUE MINIMO;187886;PARAFUSO DIN 931 M6X60 A2-70 COD.75000062302,MULTIVAC;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;30;664,14;;;;NÃO;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;4;3;3;3;ESTOQUE MINIMO;187082;PARAFUSO COD.75010062502,MULTIVAC;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;18;556,33;;;;NÃO;;03/05/2026 10:07;REGULAR;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;4;3;4;3;ESTOQUE MINIMO;186988;PARAF SEXTAVADO INTERNO INOX M5X50 COD.75020061502,MULTIVAC;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;30;562,92;;;;NÃO;;03/05/2026 10:07;REGULAR;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;4;3;5;3;ESTOQUE MINIMO;187885;PARAFUSO TRAVAMENTO INOX M5X30 COD.75010051702,MULTIVAC;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;4;64,87;;;;NÃO;;03/05/2026 10:07;REGULAR;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;4;3;7;3;ESTOQUE MINIMO;159118;FITA TEFLON 0,13X60MM B325 COD.107860051,MULTIVAC;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;M;;;;15;2636,04;;;;SIM;;03/05/2026 10:07;OCIOSO;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;4;4;1;3;ESTOQUE MINIMO;120610;RELE MOD INTERFACE 1 REV 24VDC COD.22331,PLASMETAL;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;2;501,07;;;;SIM;;03/05/2026 10:07;REGULAR;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;4;4;2;3;ESTOQUE MINIMO;134308;MODULO DE EXPANSAO RECEPTOR REF.TM5SBER2,SCHNEIDER;14;MATERIAIS PARA USO EM MANUTENCOES;5;COMPONENTES ELETRICOS E ELETRONICO AUTOMACAO;UN;;;;2;4795,92;;;;SIM;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;4;4;3;3;ESTOQUE MINIMO;134309;MODULO DE EXPANSAO TRANSMISSOR COD.TM5SBET1,SCHNEIDER;14;MATERIAIS PARA USO EM MANUTENCOES;5;COMPONENTES ELETRICOS E ELETRONICO AUTOMACAO;UN;;;;2;1914,99;;;;SIM;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;4;4;4;3;ESTOQUE MINIMO;134310;MODULO EXPANSAO DE ENTRADA COD.TM5SDI12D,SCHNEIDER;14;MATERIAIS PARA USO EM MANUTENCOES;5;COMPONENTES ELETRICOS E ELETRONICO AUTOMACAO;UN;;;;8;28441,13;;;;SIM;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;4;4;6;3;ESTOQUE MINIMO;135212;BASE MODULO DISTRIBUICAO COD.TM5ACBM01R,SCHNEIDER;14;MATERIAIS PARA USO EM MANUTENCOES;5;COMPONENTES ELETRICOS E ELETRONICO AUTOMACAO;UN;;;;1;390,7;;;;SIM;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;4;4;7;3;ESTOQUE MINIMO;135213;BASE MODULO 24VCC MOD.TM5ACBM11,SCHNEIDER;14;MATERIAIS PARA USO EM MANUTENCOES;5;COMPONENTES ELETRICOS E ELETRONICO AUTOMACAO;UN;;;;1;325,25;;;;SIM;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;4;4;8;3;ESTOQUE MINIMO;166655;CONTATOR 38A 3P 1NA+1NF 220VCA COD..LC1D150M7,SCHNEIDER;14;MATERIAIS PARA USO EM MANUTENCOES;5;COMPONENTES ELETRICOS E ELETRONICO AUTOMACAO;UN;;;;1;1279,54;;;;SIM;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;4;4;9;3;ESTOQUE MINIMO;95902;MODULO DE EXPANSAO DE SAIDA COD.TM5SDO12T,SCHNEIDER;14;MATERIAIS PARA USO EM MANUTENCOES;5;COMPONENTES ELETRICOS E ELETRONICO AUTOMACAO;UN;;;;2;3005,22;;;;SIM;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;4;4;10;3;ESTOQUE MINIMO;186947;PLACA COMUNICACAO COD.VW3A3608,SCHNEIDER;14;MATERIAIS PARA USO EM MANUTENCOES;2;PECAS P/MAQUINAS DE APOIO A PRODUCAO;UN;;;;1;369,95;;;;SIM;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;4;4;11;3;ESTOQUE MINIMO;187420;MODULO SAIDA ANALOGICA COD.TM5SAO2L,SCHNEIDER;14;MATERIAIS PARA USO EM MANUTENCOES;2;PECAS P/MAQUINAS DE APOIO A PRODUCAO;UN;;;;1;3229,58;;;;SIM;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;4;4;12;3;ESTOQUE MINIMO;185806;COMUTADOR 2P 22,0MM 1NA COD.3SB61302AA101BA0,SIEMENS;14;MATERIAIS PARA USO EM MANUTENCOES;2;PECAS P/MAQUINAS DE APOIO A PRODUCAO;UN;;;;6;199,11;;;;SIM;;03/05/2026 10:07;REGULAR;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;4;4;13;3;ESTOQUE MINIMO;141195;CARTAO 16 ENT.DIGITAL 24VDC REF.6ES7131-6BH01-0BA0,SIEMENS;14;MATERIAIS PARA USO EM MANUTENCOES;5;COMPONENTES ELETRICOS E ELETRONICO AUTOMACAO;UN;;;;2;1872,88;;;;SIM;;03/05/2026 10:07;OCIOSO;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;4;4;14;3;ESTOQUE MINIMO;164686;CARTAO ENTRADA DIG 8FDI 24VDC COD.6ES71366BA000CA0,SIEMENS;14;MATERIAIS PARA USO EM MANUTENCOES;5;COMPONENTES ELETRICOS E ELETRONICO AUTOMACAO;UN;;;;3;6642,34;;;;SIM;;03/05/2026 10:07;REGULAR;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;4;4;15;3;ESTOQUE MINIMO;136737;CARTAO SAIDA DIG 4FDO 24VDC COD.6ES71366DB010CA0,SIEMENS;14;MATERIAIS PARA USO EM MANUTENCOES;5;COMPONENTES ELETRICOS E ELETRONICO AUTOMACAO;UN;;;;2;5282,83;;;;SIM;;03/05/2026 10:07;OCIOSO;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;4;4;16;3;ESTOQUE MINIMO;153284;MODULO INTERFACE PROFINET COD.6ES71556AA020BN0,SIEMENS;14;MATERIAIS PARA USO EM MANUTENCOES;5;COMPONENTES ELETRICOS E ELETRONICO AUTOMACAO;UN;;;;2;6820,47;;;;SIM;;03/05/2026 10:07;OCIOSO;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;4;4;17;3;ESTOQUE MINIMO;140932;SIMATIC ET 200SP P/PROFINET COD.6ES71936AR000AA0,SIEMENS;14;MATERIAIS PARA USO EM MANUTENCOES;5;COMPONENTES ELETRICOS E ELETRONICO AUTOMACAO;UN;;;;1;621,78;;;;SIM;;03/05/2026 10:07;OCIOSO;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;4;5;1;3;ESTOQUE MINIMO;58752;CONTATO NA COD.M22KC10,MOELLER;14;MATERIAIS PARA USO EM MANUTENCOES;5;COMPONENTES ELETRICOS E ELETRONICO AUTOMACAO;UN;;;;4;93,33;;;;SIM;;03/05/2026 10:07;REGULAR;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;4;5;2;3;ESTOQUE MINIMO;80152;CONTATOR 95A 220V 50/60HZ COD.3RT20461AN20,SIEMENS;14;MATERIAIS PARA USO EM MANUTENCOES;5;COMPONENTES ELETRICOS E ELETRONICO AUTOMACAO;UN;;;;2;4804,42;;;;SIM;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;4;5;3;3;ESTOQUE MINIMO;147630;IHM MC2R TOUCH C/SW GRAVADO COD.3612015,GUNTHER;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;1;50490,75;;;;NÃO;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;4;5;4;3;ESTOQUE MINIMO;162335;SINALIZADOR COLUNA LED LARANJA 24VCA COD.8WD44205BD,SIEMENS;14;MATERIAIS PARA USO EM MANUTENCOES;5;COMPONENTES ELETRICOS E ELETRONICO AUTOMACAO;UN;;;;4;2219,11;;;;SIM;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;4;5;5;3;ESTOQUE MINIMO;186674;IHM DIGITAL TRC02-T COD.1800410523,TRAVAGLINI;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;2;41927,15;;;;NÃO;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;4;5;6;3;ESTOQUE MINIMO;186695;CONTATOR POT 3P 240VCA 300A 2NA+2NF COD.3RT10666AP36,SIEMENS;14;MATERIAIS PARA USO EM MANUTENCOES;2;PECAS P/MAQUINAS DE APOIO A PRODUCAO;UN;;;;2;8959,91;;;;SIM;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;4;5;7;3;ESTOQUE MINIMO;91738;MINICONTACTOR AUXILIAR CWCA0-40-00C03 4NA 24VCC COD.12486872,WEG;14;MATERIAIS PARA USO EM MANUTENCOES;5;COMPONENTES ELETRICOS E ELETRONICO AUTOMACAO;UN;;;;1;86,01;;;;SIM;;03/05/2026 10:07;OCIOSO;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;4;5;8;3;ESTOQUE MINIMO;136735;CPL ET200SP CPU 1512SP-1 PN REF.6ES7512-1SK010AB0,SIEMENS;14;MATERIAIS PARA USO EM MANUTENCOES;5;COMPONENTES ELETRICOS E ELETRONICO AUTOMACAO;UN;;;;2;29393,87;;;;SIM;;03/05/2026 10:07;REGULAR;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;4;6;1;3;ESTOQUE MINIMO;104115;DISCO PRE-CORTADOR 0291601015 MDC-160 COD.03010125,MONTEMIL;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;1;1095,3;;;;SIM;;03/05/2026 10:07;REGULAR;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;4;6;3;3;ESTOQUE MINIMO;186293;DISCO PRE CORTE COD.03010209,MONTEMIL;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;3;2998,12;;;;SIM;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;4;6;4;3;ESTOQUE MINIMO;186294;DISCO GUIA DO CARACOLCOD.03010274,MONTEMIL;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;2;2413,86;;;;SIM;;03/05/2026 10:07;OCIOSO;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;4;6;5;3;ESTOQUE MINIMO;186298;DISCO MOAGEM 7MM COD.03010391,MONTEMIL;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;3;3050,85;;;;SIM;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;4;6;6;3;ESTOQUE MINIMO;189752;FACA FA DUPLA MO280 8 PONTAS COD.40611,HIGHTECH;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;2;18400,13;;;;SIM;;03/05/2026 10:07;REGULAR;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;4;6;7;3;ESTOQUE MINIMO;186297;DISCO MOAGEM 05MM COD.03010390,MONTEMIL;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;3;2746,09;;;;SIM;;03/05/2026 10:07;OCIOSO;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;5;1;1;3;ESTOQUE MINIMO;159708;MANGUEIRA SILICONE D2=2 D1=5 S=1,5 COD.105169535,MULTIVAC;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;M;;;;1;58,51;;;;NÃO;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;5;1;2;3;ESTOQUE MINIMO;157544;CORDAO SILICONE B1=16 H1=16 COD.107708684,MULTIVAC;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;M;;;;3;498,58;;;;SIM;;03/05/2026 10:07;OCIOSO;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;5;1;3;3;ESTOQUE MINIMO;188149;SUPORTE DA FACA COD.N106685346,MULTIVAC;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;1;20897,18;;;;SIM;;03/05/2026 10:07;OCIOSO;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;5;1;4;3;ESTOQUE MINIMO;187435;CABO ELETRICO COD.105958580,MULTIVAC;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;M;;;;6;1257,22;;;;SIM;;03/05/2026 10:07;OCIOSO;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;5;1;6;3;ESTOQUE MINIMO;181984;TRANSFORMADOR COD.108245381,MULTIVAC;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;1;5633,85;;;;SIM;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;5;2;1;3;ESTOQUE MINIMO;187557;KIT SENSOR PROXIMIDADE COD.107797086,MULTIVAC;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;3;26752,7;;;;NÃO;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;5;2;2;3;ESTOQUE MINIMO;185964;SENSOR CORRENTE COD.86780023000,MULTIVAC;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;2;5364,69;;;;SIM;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;5;2;4;3;ESTOQUE MINIMO;135698;SENSOR 0122407011025 4,5 BAR M1 R-535 COD.106022182,MULTIVAC;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;3;1543,73;;;;SIM;;03/05/2026 10:07;REGULAR;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;5;2;5;3;ESTOQUE MINIMO;185963;SENSOR PROXIMIDADE REF.85463102504,MULTIVAC;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;2;716,11;;;;NÃO;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;5;2;6;3;ESTOQUE MINIMO;160207;SENSOR TERMOPAR -50/+300ºC COD.105655555,MULTIVAC;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;4;2721,38;;;;SIM;;03/05/2026 10:07;REGULAR;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;5;2;7;3;ESTOQUE MINIMO;152065;SENSOR FOTOELETRICO RECEPTO B325 COD.106779332,MULTIVAC;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;3;8038,78;;;;SIM;;03/05/2026 10:07;REGULAR;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;5;2;10;3;ESTOQUE MINIMO;187438;BUCHA D1=18 L1=20 D2=9 COD.11650035502,MULTIVAC;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;2;544;;;;NÃO;;03/05/2026 10:07;OCIOSO;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;5;2;11;3;ESTOQUE MINIMO;148321;BUCHA COD.11550936010,MULTIVAC;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;11;0,11;;;;SIM;;03/05/2026 10:07;REGULAR;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;5;2;12;3;ESTOQUE MINIMO;187332;ADAPTADOR COD.11638035400,MULTIVAC;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;2;676,86;;;;NÃO;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;5;2;13;3;ESTOQUE MINIMO;188021;MANOMETRO VACUOMETRO REF.80431151210,MULTIVAC;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;2;280,45;;;;SIM;;03/05/2026 10:07;OCIOSO;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;5;2;14;3;ESTOQUE MINIMO;188022;REGULADOR PRESSAO REF.80278111010,MULTIVAC;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;2;774,04;;;;SIM;;03/05/2026 10:07;OCIOSO;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;5;2;15;3;ESTOQUE MINIMO;184350;PRENSADOR D1=8 L1=12 COD.106542668,MULTIVAC;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;4;1035,97;;;;NÃO;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;5;2;16;3;ESTOQUE MINIMO;134318;ANEL BORRACHA R-535 COD.78301022301,MULTIVAC;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;14;611,23;;;;SIM;;03/05/2026 10:07;OCIOSO;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;5;3;1;3;ESTOQUE MINIMO;39225;BLOCO CONTATO BOTAO ACIONAMENTO COD.ZB2BE101,TELEMATIQUE;14;MATERIAIS PARA USO EM MANUTENCOES;5;COMPONENTES ELETRICOS E ELETRONICO AUTOMACAO;UN;;;;13;592,08;;;;SIM;;03/05/2026 10:07;REGULAR;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;5;3;2;3;ESTOQUE MINIMO;39634;BLOCO CONTATO COMANDO 1NA COD.ZBE101,SCHNEIDER;14;MATERIAIS PARA USO EM MANUTENCOES;5;COMPONENTES ELETRICOS E ELETRONICO AUTOMACAO;UN;;;;11;313,97;;;;SIM;;03/05/2026 10:07;REGULAR;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;5;3;3;3;ESTOQUE MINIMO;82531;CONTACTOR 25A 24VCC 1NA/1NF COD.LC1D25BD,SCHNEIDER;14;MATERIAIS PARA USO EM MANUTENCOES;5;COMPONENTES ELETRICOS E ELETRONICO AUTOMACAO;UN;;;;3;1816,61;;;;SIM;;03/05/2026 10:07;OCIOSO;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;5;3;4;3;ESTOQUE MINIMO;93671;DISJUNTOR COD.MRL095201285,JBT MAREL;14;MATERIAIS PARA USO EM MANUTENCOES;1;PECAS P/ MAQUINAS PROCESSO PRODUTIVO;UN;;;;5;1155,25;;;;SIM;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;5;3;5;3;ESTOQUE MINIMO;100165;BASE DE POTENCIA 12V REF.ULUB12,TELEMECANIQUE;14;MATERIAIS PARA USO EM MANUTENCOES;5;COMPONENTES ELETRICOS E ELETRONICO AUTOMACAO;UN;;;;4;578,77;;;;SIM;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;5;3;6;3;ESTOQUE MINIMO;117260;BLOCO CONTATO NF MOD.ZBE102,TELEMECANIQUE;14;MATERIAIS PARA USO EM MANUTENCOES;5;COMPONENTES ELETRICOS E ELETRONICO AUTOMACAO;UN;;;;27;750,41;;;;SIM;;03/05/2026 10:07;REGULAR;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;5;3;7;3;ESTOQUE MINIMO;185530;UNIDADE CONTR 3P 440V 0,35-1,40A COD.LUCA1XBL,SCHNEIDER;14;MATERIAIS PARA USO EM MANUTENCOES;2;PECAS P/MAQUINAS DE APOIO A PRODUCAO;UN;;;;5;1659,59;;;;SIM;;03/05/2026 10:07;EM OBSOLESCENCIA;
92;FRIG. AURORA CASTRO;1;MATERIAL (PROPRIO);505;ALMOX. MECANICO/ELETRICO;6;5;3;8;3;ESTOQUE MINIMO;185531;UNIDADE CONTR 3P 690V 1,25-5,0A COD.LUCA05BL,SCHNEIDER;14;MATERIAIS PARA USO EM MANUTENCOES;2;PECAS P/MAQUINAS DE APOIO A PRODUCAO;UN;;;;1;260,31;;;;NÃO;;03/05/2026 10:07;OCIOSO;
